HMDBID,Genus,Metabolite,Health effect,Health effect Class,Organoleptic effect,Correlation_Type,Control,Obesity,T2D
HMDB0000306,GCA-900066575,tyramine,Digestive system disorder,Gastrointestinal,Odor,negative,-0.838885438,-0.562729484,-0.369051494
HMDB0000306,Intestinibacter,tyramine,Digestive system disorder,Gastrointestinal,Odor,negative,-0.583731915,-0.432151574,-0.242305112
HMDB0000306,Lachnospira,tyramine,Digestive system disorder,Gastrointestinal,Odor,negative,-0.487082039,-0.559935515,-0.343775685
HMDB0000306,Lachnospiraceae_UCG-010,tyramine,Digestive system disorder,Gastrointestinal,Odor,negative,-0.715737865,-0.530284666,-0.340976178
HMDB0000306,Methanobrevibacter,tyramine,Digestive system disorder,Gastrointestinal,Odor,negative,-0.584657246,-0.498302154,-0.326175308
HMDB0000306,Mitsuokella,tyramine,Digestive system disorder,Gastrointestinal,Odor,negative,-0.48,-0.343030608,-0.37896006
HMDB0000306,NK4A214_group,tyramine,Digestive system disorder,Gastrointestinal,Odor,negative,-0.698885438,-0.627691434,-0.478192041
HMDB0000306,Oribacterium,tyramine,Digestive system disorder,Gastrointestinal,Odor,negative,-0.563770632,-0.435355589,-0.212951499
HMDB0000306,Roseburia,tyramine,Digestive system disorder,Gastrointestinal,Odor,positive,0.558885438,0.428425032,0.36272151
HMDB0000306,Subdoligranulum,tyramine,Digestive system disorder,Gastrointestinal,Odor,negative,-0.460515257,-0.574486095,-0.450981802
HMDB0000306,Treponema,tyramine,Digestive system disorder,Gastrointestinal,Odor,negative,-0.681621762,-0.245879952,-0.434785764
HMDB0000306,UCG-003,tyramine,Digestive system disorder,Gastrointestinal,Odor,negative,-0.632404532,-0.579743763,-0.449253755
HMDB0000306,UCG-005,tyramine,Digestive system disorder,Gastrointestinal,Odor,negative,-0.578885438,-0.665333678,-0.37263525
HMDB0000306,UCG-010,tyramine,Digestive system disorder,Gastrointestinal,Odor,negative,-0.538885438,-0.685822594,-0.38532568
HMDB0000306,Veillonella,tyramine,Digestive system disorder,Gastrointestinal,Odor,positive,0.54,0.311754299,0.266493257
HMDB0000306,Weissella,tyramine,Digestive system disorder,Gastrointestinal,Odor,negative,-0.398885438,-0.672300126,-0.440214125
HMDB0000299,Aeromonas,xanthosine,Digestive system disorder,Gastrointestinal,,positive,0.514907723,0.367904697,0.469579424
HMDB0000299,Agathobacter,xanthosine,Digestive system disorder,Gastrointestinal,,negative,-0.557953421,-0.578239696,-0.339801055
HMDB0000299,Barnesiella,xanthosine,Digestive system disorder,Gastrointestinal,,positive,0.492202282,0.254513056,0.289482903
HMDB0000299,Butyricicoccus,xanthosine,Digestive system disorder,Gastrointestinal,,negative,-0.451540733,-0.432963109,-0.32605019
HMDB0000299,Coprococcus,xanthosine,Digestive system disorder,Gastrointestinal,,positive,0.29842932,0.293112163,0.485429279
HMDB0000299,Defluviitaleaceae_UCG-011,xanthosine,Digestive system disorder,Gastrointestinal,,negative,-0.365247276,-0.515906492,-0.418103083
HMDB0000299,Escherichia-Shigella,xanthosine,Digestive system disorder,Gastrointestinal,,negative,-0.502462066,-0.480504106,-0.341023372
HMDB0000299,Helicobacter,xanthosine,Digestive system disorder,Gastrointestinal,,negative,-0.436867183,-0.56302582,-0.163748694
HMDB0000299,Herbaspirillum,xanthosine,Digestive system disorder,Gastrointestinal,,positive,0.269436988,0.191228626,0.348123252
HMDB0000299,Lachnoclostridium,xanthosine,Digestive system disorder,Gastrointestinal,,positive,0.40305706,0.239134193,0.357829699
HMDB0000299,Lachnospira,xanthosine,Digestive system disorder,Gastrointestinal,,negative,-0.202385337,-0.383583074,-0.413743653
HMDB0000299,Lactococcus,xanthosine,Digestive system disorder,Gastrointestinal,,negative,-0.41007887,-0.467040635,-0.307905198
HMDB0000299,Libanicoccus,xanthosine,Digestive system disorder,Gastrointestinal,,positive,0.343884298,0.263916301,0.284417303
HMDB0000299,Monoglobus,xanthosine,Digestive system disorder,Gastrointestinal,,negative,-0.326204633,-0.489894526,-0.434406288
HMDB0000299,Muribaculaceae,xanthosine,Digestive system disorder,Gastrointestinal,,negative,-0.463264044,-0.46895209,-0.268234672
HMDB0000299,Phascolarctobacterium,xanthosine,Digestive system disorder,Gastrointestinal,,negative,-0.306729931,-0.426764944,-0.320074565
HMDB0000299,Prevotella,xanthosine,Digestive system disorder,Gastrointestinal,,positive,0.341362182,0.3287241,0.361657896
HMDB0000299,Rikenellaceae_RC9_gut_group,xanthosine,Digestive system disorder,Gastrointestinal,,negative,-0.416318182,-0.407330565,-0.246578475
HMDB0000299,Romboutsia,xanthosine,Digestive system disorder,Gastrointestinal,,negative,-0.226056787,-0.27833484,-0.166043978
HMDB0000299,Roseburia,xanthosine,Digestive system disorder,Gastrointestinal,,positive,0.491719727,0.405371287,0.474602255
HMDB0033209,Agathobacter,fenthion,Digestive system disorder,Gastrointestinal,,positive,0.230259784,0.290352842,0.378146087
HMDB0033209,Allisonella,fenthion,Digestive system disorder,Gastrointestinal,,positive,0.548485521,0.457600492,0.240130126
HMDB0033209,Asteroleplasma,fenthion,Digestive system disorder,Gastrointestinal,,positive,0.402597835,0.401395901,0.384868854
HMDB0033209,Avibacterium,fenthion,Digestive system disorder,Gastrointestinal,,negative,-0.424893145,-0.482929092,-0.454425154
HMDB0033209,CAG-352,fenthion,Digestive system disorder,Gastrointestinal,,negative,-0.489827921,-0.463813505,-0.484405483
HMDB0033209,Coprococcus,fenthion,Digestive system disorder,Gastrointestinal,,negative,-0.597014155,-0.223986091,-0.32843609
HMDB0033209,Defluviitaleaceae_UCG-011,fenthion,Digestive system disorder,Gastrointestinal,,negative,-0.542273353,-0.362413246,-0.352526244
HMDB0033209,Elusimicrobium,fenthion,Digestive system disorder,Gastrointestinal,,negative,-0.436800705,-0.332602775,-0.385539455
HMDB0033209,Escherichia-Shigella,fenthion,Digestive system disorder,Gastrointestinal,,positive,0.44519567,0.308656515,0.509969505
HMDB0033209,GCA-900066575,fenthion,Digestive system disorder,Gastrointestinal,,positive,0.463117402,0.400136256,0.39810994
HMDB0033209,Herbaspirillum,fenthion,Digestive system disorder,Gastrointestinal,,negative,-0.448377741,-0.352696239,-0.426141516
HMDB0033209,Mannheimia,fenthion,Digestive system disorder,Gastrointestinal,,negative,-0.399243686,-0.510136925,-0.36380422
HMDB0033209,Megasphaera,fenthion,Digestive system disorder,Gastrointestinal,,positive,0.581725943,0.345420559,0.567572546
HMDB0033209,NK4A214_group,fenthion,Digestive system disorder,Gastrointestinal,,negative,-0.40173189,-0.296501204,-0.471491881
HMDB0033209,Odoribacter,fenthion,Digestive system disorder,Gastrointestinal,,negative,-0.31441632,-0.332561809,-0.474831639
HMDB0033209,Romboutsia,fenthion,Digestive system disorder,Gastrointestinal,,positive,0.417532612,0.373814146,0.318137892
HMDB0033209,Roseburia,fenthion,Digestive system disorder,Gastrointestinal,,negative,-0.335455454,-0.276084942,-0.463159834
HMDB0033209,UCG-005,fenthion,Digestive system disorder,Gastrointestinal,,negative,-0.395536012,-0.245473084,-0.32443029
HMDB0033209,Weissella,fenthion,Digestive system disorder,Gastrointestinal,,negative,-0.528313073,-0.473970957,-0.44808859
HMDB0001848,Agathobacter,imipramine,Digestive system disorder,Gastrointestinal,,positive,0.672338052,0.278479717,0.37466022
HMDB0001848,Allisonella,imipramine,Digestive system disorder,Gastrointestinal,,positive,0.411169903,0.248122991,0.506686137
HMDB0001848,Avibacterium,imipramine,Digestive system disorder,Gastrointestinal,,positive,0.227319195,0.418679097,0.401512119
HMDB0001848,Catenibacterium,imipramine,Digestive system disorder,Gastrointestinal,,negative,-0.380106211,-0.434349678,-0.374457271
HMDB0001848,Coprococcus,imipramine,Digestive system disorder,Gastrointestinal,,positive,0.423224904,0.424312829,0.410064842
HMDB0001848,Desulfovibrio,imipramine,Digestive system disorder,Gastrointestinal,,negative,-0.570941078,-0.43588637,-0.506499219
HMDB0001848,Elusimicrobium,imipramine,Digestive system disorder,Gastrointestinal,,negative,-0.548504971,-0.374248924,-0.250357382
HMDB0001848,Monoglobus,imipramine,Digestive system disorder,Gastrointestinal,,negative,-0.502560927,-0.445522465,-0.375228524
HMDB0001848,Muribaculaceae,imipramine,Digestive system disorder,Gastrointestinal,,positive,0.61382808,0.408956326,0.24545924
HMDB0001848,Prevotellaceae_UCG-003,imipramine,Digestive system disorder,Gastrointestinal,,negative,-0.431303244,-0.272165402,-0.316120663
HMDB0001848,Rikenellaceae_RC9_gut_group,imipramine,Digestive system disorder,Gastrointestinal,,positive,0.563636969,0.409066811,0.363405468
HMDB0001848,Romboutsia,imipramine,Digestive system disorder,Gastrointestinal,,negative,-0.458066562,-0.471190959,-0.215560942
HMDB0001848,Senegalimassilia,imipramine,Digestive system disorder,Gastrointestinal,,positive,0.704096194,0.448878997,0.408404543
HMDB0001848,Solobacterium,imipramine,Digestive system disorder,Gastrointestinal,,negative,-0.40201297,-0.418426146,-0.353018656
HMDB0001848,Sutterella,imipramine,Digestive system disorder,Gastrointestinal,,negative,-0.43382808,-0.332129433,-0.383308355
HMDB0001848,Treponema,imipramine,Digestive system disorder,Gastrointestinal,,negative,-0.507198511,-0.360943172,-0.262381781
HMDB0001848,UCG-003,imipramine,Digestive system disorder,Gastrointestinal,,positive,0.59382808,0.430371444,0.344885689
HMDB0001848,UCG-005,imipramine,Digestive system disorder,Gastrointestinal,,negative,-0.373350636,-0.382993933,-0.33017932
HMDB0001848,Weissella,imipramine,Digestive system disorder,Gastrointestinal,,negative,-0.28886281,-0.315426001,-0.39391581
HMDB0005034,Agathobacter,topiramate,Digestive system disorder,Gastrointestinal,Odor,positive,0.670231546,0.313942546,0.252607972
HMDB0005034,CAG-352,topiramate,Digestive system disorder,Gastrointestinal,Odor,negative,-0.468292727,-0.349757511,-0.316178921
HMDB0005034,Family_XIII_UCG-001,topiramate,Digestive system disorder,Gastrointestinal,Odor,positive,0.487717469,0.379135665,0.246517344
HMDB0005034,Lachnospiraceae_UCG-010,topiramate,Digestive system disorder,Gastrointestinal,Odor,positive,0.528274048,0.28338076,0.423852045
HMDB0005034,Muribaculaceae,topiramate,Digestive system disorder,Gastrointestinal,Odor,positive,0.532438829,0.438340074,0.35361527
HMDB0005034,NK4A214_group,topiramate,Digestive system disorder,Gastrointestinal,Odor,positive,0.372285432,0.288208032,0.368489205
HMDB0005034,Shewanella,topiramate,Digestive system disorder,Gastrointestinal,Odor,negative,-0.404193133,-0.438076155,-0.336514252
HMDB0005034,Succinivibrio,topiramate,Digestive system disorder,Gastrointestinal,Odor,negative,-0.55117087,-0.199086933,-0.504671816
HMDB0005034,UCG-003,topiramate,Digestive system disorder,Gastrointestinal,Odor,positive,0.487717469,0.351052917,0.282544005
HMDB0001924,Akkermansia,atenolol,Digestive system disorder,Gastrointestinal,,positive,0.416305611,0.230503808,0.211056306
HMDB0001924,Alistipes,atenolol,Digestive system disorder,Gastrointestinal,,positive,0.427070578,0.205346309,0.260916785
HMDB0001924,Anaerostipes,atenolol,Digestive system disorder,Gastrointestinal,,positive,0.326204633,0.528653437,0.237241068
HMDB0001924,Butyricicoccus,atenolol,Digestive system disorder,Gastrointestinal,,positive,0.296830909,0.367330775,0.250218849
HMDB0001924,Christensenellaceae_R-7_group,atenolol,Digestive system disorder,Gastrointestinal,,positive,0.342929561,0.240521775,0.256032051
HMDB0001924,Coriobacteriaceae_UCG-003,atenolol,Digestive system disorder,Gastrointestinal,,positive,0.416458601,0.44413845,0.495751306
HMDB0001924,Defluviitaleaceae_UCG-011,atenolol,Digestive system disorder,Gastrointestinal,,positive,0.393043142,0.258649692,0.432092502
HMDB0001924,Elusimicrobium,atenolol,Digestive system disorder,Gastrointestinal,,positive,0.38276522,0.429694247,0.375357809
HMDB0001924,Escherichia-Shigella,atenolol,Digestive system disorder,Gastrointestinal,,negative,-0.715602096,-0.49298106,-0.277455851
HMDB0001924,Intestinibacter,atenolol,Digestive system disorder,Gastrointestinal,,positive,0.468819762,0.311246057,0.476345048
HMDB0001924,Lachnospira,atenolol,Digestive system disorder,Gastrointestinal,,positive,0.345937307,0.27295865,0.273624106
HMDB0001924,Megasphaera,atenolol,Digestive system disorder,Gastrointestinal,,negative,-0.269697474,-0.57704238,-0.359506555
HMDB0001924,Methanobrevibacter,atenolol,Digestive system disorder,Gastrointestinal,,positive,0.42601759,0.356687403,0.396343238
HMDB0001924,Methylobacterium-Methylorubrum,atenolol,Digestive system disorder,Gastrointestinal,,positive,0.362017926,0.511883086,0.36528108
HMDB0001924,Muribaculaceae,atenolol,Digestive system disorder,Gastrointestinal,,negative,-0.411238576,-0.499955374,-0.182958414
HMDB0001924,NK4A214_group,atenolol,Digestive system disorder,Gastrointestinal,,positive,0.357115761,0.327454293,0.264314494
HMDB0001924,Phascolarctobacterium,atenolol,Digestive system disorder,Gastrointestinal,,negative,-0.546965682,-0.278693645,-0.34328969
HMDB0001924,Prevotellaceae_UCG-003,atenolol,Digestive system disorder,Gastrointestinal,,positive,0.286370322,0.419922642,0.376473382
HMDB0001924,Roseburia,atenolol,Digestive system disorder,Gastrointestinal,,positive,0.551193319,0.411929653,0.454682132
HMDB0001924,Solobacterium,atenolol,Digestive system disorder,Gastrointestinal,,positive,0.437658555,0.307618233,0.441798619
HMDB0001924,Subdoligranulum,atenolol,Digestive system disorder,Gastrointestinal,,positive,0.361282428,0.557501364,0.323742034
HMDB0001924,Succinivibrio,atenolol,Digestive system disorder,Gastrointestinal,,positive,0.636906745,0.359182438,0.212596516
HMDB0001924,UCG-005,atenolol,Digestive system disorder,Gastrointestinal,,positive,0.287685402,0.407475578,0.298161449
HMDB0001924,UCG-010,atenolol,Digestive system disorder,Gastrointestinal,,positive,0.307265998,0.264074839,0.313438895
HMDB0001924,Weissella,atenolol,Digestive system disorder,Gastrointestinal,,positive,0.509039624,0.33005798,0.350052266
HMDB0032049,Alistipes,benzophenone,Digestive system disorder,Gastrointestinal,Odor,positive,0.417006791,0.359359775,0.506910752
HMDB0032049,Atopobium,benzophenone,Digestive system disorder,Gastrointestinal,Odor,negative,-0.499192233,-0.35901018,-0.213783121
HMDB0032049,Elusimicrobium,benzophenone,Digestive system disorder,Gastrointestinal,Odor,positive,0.447630378,0.208850427,0.454303747
HMDB0032049,Paraprevotella,benzophenone,Digestive system disorder,Gastrointestinal,Odor,positive,0.338931662,0.283504724,0.430892319
HMDB0031804,Allisonella,methomyl,Digestive system disorder,Gastrointestinal,,positive,0.389721171,0.574958951,0.537243341
HMDB0031804,Atopobium,methomyl,Digestive system disorder,Gastrointestinal,,positive,0.45501836,0.67561755,0.257676602
HMDB0031804,Coprococcus,methomyl,Digestive system disorder,Gastrointestinal,,positive,0.454004894,0.424023198,0.325038483
HMDB0031804,Defluviitaleaceae_UCG-011,methomyl,Digestive system disorder,Gastrointestinal,,negative,-0.263751306,-0.461125542,-0.372341562
HMDB0031804,Lachnospira,methomyl,Digestive system disorder,Gastrointestinal,,negative,-0.330887492,-0.527737843,-0.327604033
HMDB0031804,Treponema,methomyl,Digestive system disorder,Gastrointestinal,,negative,-0.235969222,-0.29764856,-0.308939339
HMDB0031804,UCG-009,methomyl,Digestive system disorder,Gastrointestinal,,negative,-0.322996235,-0.435922193,-0.363442269
HMDB0000791,Allisonella,octanoyl-l-carnitine,Digestive system disorder,Gastrointestinal,,positive,0.377578978,0.480687437,0.475353373
HMDB0000791,Defluviitaleaceae_UCG-011,octanoyl-l-carnitine,Digestive system disorder,Gastrointestinal,,negative,-0.538551003,-0.321821102,-0.363210597
HMDB0000791,Escherichia,octanoyl-l-carnitine,Digestive system disorder,Gastrointestinal,,negative,-0.463770632,-0.171498138,-0.241939927
HMDB0000791,Prevotella,octanoyl-l-carnitine,Digestive system disorder,Gastrointestinal,,positive,0.310259784,0.245883833,0.336380014
HMDB0000791,UCG-009,octanoyl-l-carnitine,Digestive system disorder,Gastrointestinal,,negative,-0.392953694,-0.298986819,-0.349396744
HMDB0000791,Weissella,octanoyl-l-carnitine,Digestive system disorder,Gastrointestinal,,negative,-0.284136422,-0.5880092,-0.458489945
HMDB0000228,Allisonella,phenol,Digestive system disorder,Gastrointestinal,Odor,positive,0.411963315,0.364919734,0.440956634
HMDB0000228,Anaerobiospirillum,phenol,Digestive system disorder,Gastrointestinal,Odor,negative,-0.514860459,-0.374848488,-0.324945387
HMDB0000228,Asteroleplasma,phenol,Digestive system disorder,Gastrointestinal,Odor,positive,0.307360533,0.397156735,0.326622502
HMDB0000228,Butyricicoccus,phenol,Digestive system disorder,Gastrointestinal,Odor,negative,-0.268343243,-0.364126592,-0.461774336
HMDB0000228,Lactococcus,phenol,Digestive system disorder,Gastrointestinal,Odor,negative,-0.393941793,-0.398746067,-0.369886017
HMDB0000228,Prevotellaceae_UCG-003,phenol,Digestive system disorder,Gastrointestinal,Odor,negative,-0.387823676,-0.458783869,-0.294568198
HMDB0000228,Solobacterium,phenol,Digestive system disorder,Gastrointestinal,Odor,negative,-0.412354924,-0.334642215,-0.302900518
HMDB0036137,Anaerobiospirillum,3-acetyldeoxynivalenol,Digestive system disorder,Gastrointestinal,,negative,-0.271169903,-0.287059731,-0.322182827
HMDB0036137,Atopobium,3-acetyldeoxynivalenol,Digestive system disorder,Gastrointestinal,,positive,0.489873382,0.431409498,0.261165969
HMDB0036137,Butyricicoccus,3-acetyldeoxynivalenol,Digestive system disorder,Gastrointestinal,,negative,-0.589454361,-0.479829456,-0.263456478
HMDB0036137,Comamonas,3-acetyldeoxynivalenol,Digestive system disorder,Gastrointestinal,,negative,-0.358417554,-0.251109288,-0.173374999
HMDB0036137,Coprococcus,3-acetyldeoxynivalenol,Digestive system disorder,Gastrointestinal,,positive,0.607113424,0.262895709,0.395858852
HMDB0036137,Helicobacter,3-acetyldeoxynivalenol,Digestive system disorder,Gastrointestinal,,negative,-0.535708662,-0.327458279,-0.302462899
HMDB0036137,Lachnospira,3-acetyldeoxynivalenol,Digestive system disorder,Gastrointestinal,,negative,-0.552745985,-0.300586342,-0.481792348
